品名,最低价,平均价,最高价,规格,单位,发布日期
黄岩蜜桔,2.10,2.15,2.20,普通,斤,2015-11-18
蜜柚,1.20,1.40,1.60,普通,斤,2015-11-18
红心蜜柚,2.50,2.75,3.00,普通,斤,2015-11-18
小金桔,3.00,4.75,6.50,普通,斤,2015-11-18
胡柚,1.50,1.55,1.60,普通,斤,2015-11-18
鄂、湘、川脐橙,1.30,2.00,2.70,普通,斤,2015-11-18
赣南脐橙Ф65-Ф95,2.20,3.25,4.30,普通,斤,2015-11-18
丑橘(不知火）晚禄,3.50,4.00,4.50,普通,斤,2015-11-18
江西南丰蜜桔,1.60,1.80,2.00,普通,斤,2015-11-18
广西贡桔,1.90,2.30,2.70,普通,斤,2015-11-18
蜜桔,1.30,1.50,1.70,普通,斤,2015-11-18
京白梨,1.50,1.85,2.20,普通,斤,2015-11-18
酥梨,1.40,1.60,1.80,普通,斤,2015-11-18
烟台梨,2.00,2.50,3.00,普通,斤,2015-11-18
红皮梨,2.50,3.50,4.50,普通,斤,2015-11-18
五九香,0.80,0.90,1.00,普通,斤,2015-11-18
红香酥梨系列,1.60,1.65,1.70,普通,斤,2015-11-18
库尔勒香梨,2.50,3.20,3.90,普通,斤,2015-11-18
红霄梨,1.00,2.00,3.00,普通,斤,2015-11-18
来广梨,1.20,1.70,2.20,普通,斤,2015-11-18
丰水梨,2.00,2.10,2.20,普通,斤,2015-11-18
南果梨,1.30,2.40,3.50,普通,斤,2015-11-18
皇冠梨（标箱）,1.50,1.75,2.00,普通,斤,2015-11-18
雪花梨,0.70,0.90,1.10,普通,斤,2015-11-18
鸭梨,0.80,1.00,1.20,普通,斤,2015-11-18
山楂,1.50,1.75,2.00,普通,斤,2015-11-18
桑葚,8.00,9.50,11.00,普通,斤,2015-11-18
石榴（云南）,3.00,4.25,5.50,普通,斤,2015-11-18
石榴（四川）,2.00,3.00,4.00,普通,斤,2015-11-18
柠檬,3.00,3.50,4.00,普通,斤,2015-11-18
甘蔗,1.20,1.25,1.30,普通,斤,2015-11-18
甜心柿子,1.40,1.50,1.60,普通,斤,2015-11-18
磨盘柿子,1.00,1.30,1.60,普通,斤,2015-11-18
柿饼,5.50,6.00,6.50,普通,斤,2015-11-18
木瓜,3.60,4.00,4.40,普通,斤,2015-11-18
油栗,4.50,5.00,5.50,普通,斤,2015-11-18
板栗,2.50,3.15,3.80,普通,斤,2015-11-18
法兰帝草莓,16.00,16.50,17.00,普通,斤,2015-11-18
红颜草莓,24.00,26.00,28.00,普通,斤,2015-11-18
牛奶枣,5.50,6.00,6.50,普通,斤,2015-11-18
冬枣,1.00,3.25,5.50,普通,斤,2015-11-18
箱装菠萝（上六下六）,2.20,2.25,2.30,普通,斤,2015-11-18
京欣西瓜,1.60,1.70,1.80,普通,斤,2015-11-19
小兰.特小凤,1.60,1.90,2.20,普通,斤,2015-11-19
黑美人,1.40,1.45,1.50,普通,斤,2015-11-19
麒麟西瓜,1.80,2.10,2.40,普通,斤,2015-11-19
无籽小号-大号,2.00,2.20,2.40,普通,斤,2015-11-19
猕猴桃（秦美）,2.30,2.40,2.50,普通,斤,2015-11-19
猕猴桃（海沃德）,3.00,4.00,5.00,普通,斤,2015-11-19
猕猴桃（徐香）,2.50,3.15,3.80,普通,斤,2015-11-19
冬桃,2.20,2.45,2.70,普通,斤,2015-11-19
小叶桔,1.20,1.50,1.80,普通,斤,2015-11-19
黄岩蜜桔,2.10,2.15,2.20,普通,斤,2015-11-19
蜜柚,1.20,1.40,1.60,普通,斤,2015-11-19
红心蜜柚,2.50,2.75,3.00,普通,斤,2015-11-19
小金桔,3.00,4.75,6.50,普通,斤,2015-11-19
胡柚,1.50,1.55,1.60,普通,斤,2015-11-19
鄂、湘、川脐橙,1.30,2.00,2.70,普通,斤,2015-11-19
赣南脐橙Ф65-Ф95,2.20,3.25,4.30,普通,斤,2015-11-19
丑橘(不知火）晚禄,3.00,3.75,4.50,普通,斤,2015-11-19
江西南丰蜜桔,1.60,1.75,1.90,普通,斤,2015-11-19
广西贡桔,2.00,2.35,2.70,普通,斤,2015-11-19
蜜桔,1.20,1.45,1.70,普通,斤,2015-11-19
京白梨,1.50,1.85,2.20,普通,斤,2015-11-19
酥梨,1.40,1.60,1.80,普通,斤,2015-11-19
烟台梨,2.00,2.50,3.00,普通,斤,2015-11-19
红皮梨,2.50,3.50,4.50,普通,斤,2015-11-19
五九香,0.80,0.90,1.00,普通,斤,2015-11-19
红香酥梨系列,1.60,1.65,1.70,普通,斤,2015-11-19
库尔勒香梨,2.50,3.20,3.90,普通,斤,2015-11-19
红霄梨,1.00,2.00,3.00,普通,斤,2015-11-19
来广梨,1.20,1.85,2.50,普通,斤,2015-11-19
丰水梨,2.00,2.10,2.20,普通,斤,2015-11-19
南果梨,1.30,2.40,3.50,普通,斤,2015-11-19
皇冠梨（标箱）,1.50,1.75,2.00,普通,斤,2015-11-19
雪花梨,0.70,0.90,1.10,普通,斤,2015-11-19
鸭梨,0.80,1.00,1.20,普通,斤,2015-11-19
山楂,1.50,1.75,2.00,普通,斤,2015-11-19
桑葚,8.00,9.50,11.00,普通,斤,2015-11-19
石榴（云南）,3.00,4.25,5.50,普通,斤,2015-11-19
石榴（四川）,2.00,3.00,4.00,普通,斤,2015-11-19
柠檬,3.00,3.50,4.00,普通,斤,2015-11-19
甘蔗,1.10,1.15,1.20,普通,斤,2015-11-19
甜心柿子,1.40,1.50,1.60,普通,斤,2015-11-19
磨盘柿子,1.00,1.30,1.60,普通,斤,2015-11-19
柿饼,5.50,6.00,6.50,普通,斤,2015-11-19
木瓜,3.60,4.00,4.40,普通,斤,2015-11-19
油栗,4.50,5.00,5.50,普通,斤,2015-11-19
板栗,2.50,3.15,3.80,普通,斤,2015-11-19
法兰帝草莓,14.00,14.50,15.00,普通,斤,2015-11-19
红颜草莓,16.00,18.00,20.00,普通,斤,2015-11-19
牛奶枣,5.50,6.00,6.50,普通,斤,2015-11-19
冬枣,1.00,3.25,5.50,普通,斤,2015-11-19
箱装菠萝（上六下六）,1.80,1.90,2.00,普通,斤,2015-11-19
越南香芒,3.00,4.00,5.00,普通,斤,2015-11-19
熟台农大芒果,15.00,16.00,17.00,普通,斤,2015-11-19
熟台农小芒果,14.00,15.00,16.00,普通,斤,2015-11-19
生台农大芒果,13.00,13.50,14.00,普通,斤,2015-11-19
生台农小芒果,12.00,12.50,13.00,普通,斤,2015-11-19
红宝石葡萄,3.00,4.75,6.50,普通,斤,2015-11-19
木纳格葡萄,3.00,3.30,3.60,普通,斤,2015-11-19
玫瑰香,2.50,3.50,4.50,普通,斤,2015-11-19
红提葡萄,2.50,3.50,4.50,普通,斤,2015-11-19
巨峰葡萄,1.60,2.30,3.00,普通,斤,2015-11-19
王林苹果,1.40,1.50,1.60,普通,斤,2015-11-19
秦冠（箱）,1.80,2.00,2.20,普通,斤,2015-11-19
国光苹果,0.80,1.15,1.50,普通,斤,2015-11-19
新疆阿克苏（冰糖心）,4.00,4.50,5.00,普通,斤,2015-11-19
花牛(Φ70-85),1.50,2.50,3.50,普通,斤,2015-11-19
黄元帅,1.20,1.90,2.60,普通,斤,2015-11-19
富士（纸袋Φ85以上）,2.70,3.75,4.80,普通,斤,2015-11-19
富士（膜袋）,0.80,1.10,1.40,普通,斤,2015-11-19
富士（纸袋Φ70-84）,1.50,2.50,3.50,普通,斤,2015-11-19
翠宝甜瓜,2.30,2.90,3.50,普通,斤,2015-11-19
西州密,2.20,2.45,2.70,普通,斤,2015-11-19
久红瑞,1.50,1.60,1.70,普通,斤,2015-11-19
台湾蜜瓜,3.50,3.65,3.80,普通,斤,2015-11-19
伽师瓜,1.70,1.90,2.10,普通,斤,2015-11-19
哈密瓜,2.00,3.00,4.00,普通,斤,2015-11-19
国产皇帝香蕉,2.20,2.20,2.20,普通,斤,2015-11-19
泰国香蕉,6.40,6.75,7.10,普通,斤,2015-11-19
南美、菲律宾香蕉,2.20,2.35,2.50,普通,斤,2015-11-19
国产香蕉,1.50,1.60,1.70,普通,斤,2015-11-19
绿宝（皮2）,1.60,1.70,1.80,普通,斤,2015-11-19
墨童西瓜,1.70,1.75,1.80,普通,斤,2015-11-19
甜王,1.80,2.00,2.20,普通,斤,2015-11-19
越南香芒,3.00,4.00,5.00,普通,斤,2015-11-20
熟台农大芒果,15.00,16.00,17.00,普通,斤,2015-11-20
熟台农小芒果,14.00,15.00,16.00,普通,斤,2015-11-20
生台农大芒果,13.00,13.50,14.00,普通,斤,2015-11-20
生台农小芒果,12.00,12.50,13.00,普通,斤,2015-11-20
红宝石葡萄,3.00,4.75,6.50,普通,斤,2015-11-20
木纳格葡萄,3.00,3.30,3.60,普通,斤,2015-11-20
玫瑰香,2.50,3.50,4.50,普通,斤,2015-11-20
红提葡萄,2.50,3.50,4.50,普通,斤,2015-11-20
巨峰葡萄,1.60,2.30,3.00,普通,斤,2015-11-20
王林苹果,1.40,1.50,1.60,普通,斤,2015-11-20
秦冠（箱）,1.80,2.00,2.20,普通,斤,2015-11-20
国光苹果,1.00,1.15,1.30,普通,斤,2015-11-20
新疆阿克苏（冰糖心）,4.00,4.50,5.00,普通,斤,2015-11-20
花牛(Φ70-85),1.50,2.50,3.50,普通,斤,2015-11-20
黄元帅,1.20,1.90,2.60,普通,斤,2015-11-20
富士（纸袋Φ85以上）,2.70,3.75,4.80,普通,斤,2015-11-20
富士（膜袋）,0.80,1.15,1.50,普通,斤,2015-11-20
富士（纸袋Φ70-84）,1.50,2.50,3.50,普通,斤,2015-11-20
翠宝甜瓜,2.30,2.90,3.50,普通,斤,2015-11-20
西州密,2.20,2.45,2.70,普通,斤,2015-11-20
久红瑞,1.50,1.60,1.70,普通,斤,2015-11-20
花蕾甜瓜,1.20,1.35,1.50,普通,斤,2015-11-20
台湾蜜瓜,3.50,3.65,3.80,普通,斤,2015-11-20
伽师瓜,1.70,1.90,2.10,普通,斤,2015-11-20
哈密瓜,2.00,3.00,4.00,普通,斤,2015-11-20
国产皇帝香蕉,2.20,2.20,2.20,普通,斤,2015-11-20
泰国香蕉,6.40,6.75,7.10,普通,斤,2015-11-20
南美、菲律宾香蕉,2.20,2.35,2.50,普通,斤,2015-11-20
国产香蕉,1.50,1.60,1.70,普通,斤,2015-11-20
绿宝（皮2）,1.60,1.70,1.80,普通,斤,2015-11-20
墨童西瓜,1.70,1.75,1.80,普通,斤,2015-11-20
甜王,1.80,2.00,2.20,普通,斤,2015-11-20
京欣西瓜,1.60,1.70,1.80,普通,斤,2015-11-20
小兰.特小凤,1.60,1.90,2.20,普通,斤,2015-11-20
黑美人,1.40,1.45,1.50,普通,斤,2015-11-20
麒麟西瓜,1.80,2.10,2.40,普通,斤,2015-11-20
无籽小号-大号,2.00,2.20,2.40,普通,斤,2015-11-20
猕猴桃（秦美）,2.30,2.40,2.50,普通,斤,2015-11-20
猕猴桃（海沃德）,3.00,4.00,5.00,普通,斤,2015-11-20
猕猴桃（徐香）,2.50,3.15,3.80,普通,斤,2015-11-20
冬桃,2.20,2.45,2.70,普通,斤,2015-11-20
小叶桔,1.20,1.50,1.80,普通,斤,2015-11-20
黄岩蜜桔,2.10,2.15,2.20,普通,斤,2015-11-20
蜜柚,1.20,1.40,1.60,普通,斤,2015-11-20
红心蜜柚,2.50,2.75,3.00,普通,斤,2015-11-20
小金桔,3.00,4.75,6.50,普通,斤,2015-11-20
胡柚,1.50,1.55,1.60,普通,斤,2015-11-20
鄂、湘、川脐橙,1.30,2.00,2.70,普通,斤,2015-11-20
赣南脐橙Ф65-Ф95,2.20,3.25,4.30,普通,斤,2015-11-20
丑橘(不知火）晚禄,3.00,3.75,4.50,普通,斤,2015-11-20
江西南丰蜜桔,1.60,1.75,1.90,普通,斤,2015-11-20
广西贡桔,2.00,2.35,2.70,普通,斤,2015-11-20
蜜桔,1.20,1.45,1.70,普通,斤,2015-11-20
京白梨,1.50,1.85,2.20,普通,斤,2015-11-20
酥梨,1.40,1.60,1.80,普通,斤,2015-11-20
烟台梨,2.00,2.50,3.00,普通,斤,2015-11-20
红皮梨,2.50,3.50,4.50,普通,斤,2015-11-20
五九香,0.80,0.90,1.00,普通,斤,2015-11-20
红香酥梨系列,1.60,1.65,1.70,普通,斤,2015-11-20
库尔勒香梨,2.50,3.20,3.90,普通,斤,2015-11-20
红霄梨,1.00,2.00,3.00,普通,斤,2015-11-20
来广梨,1.20,1.85,2.50,普通,斤,2015-11-20
丰水梨,2.00,2.10,2.20,普通,斤,2015-11-20
南果梨,1.30,2.40,3.50,普通,斤,2015-11-20
皇冠梨（标箱）,1.50,1.75,2.00,普通,斤,2015-11-20
雪花梨,0.70,0.90,1.10,普通,斤,2015-11-20
鸭梨,0.80,1.00,1.20,普通,斤,2015-11-20
山楂,1.50,1.75,2.00,普通,斤,2015-11-20
桑葚,8.00,9.50,11.00,普通,斤,2015-11-20
石榴（云南）,3.00,4.25,5.50,普通,斤,2015-11-20
石榴（四川）,2.00,3.00,4.00,普通,斤,2015-11-20
柠檬,3.00,3.50,4.00,普通,斤,2015-11-20
甘蔗,1.10,1.15,1.20,普通,斤,2015-11-20
甜心柿子,1.10,1.20,1.30,普通,斤,2015-11-20
磨盘柿子,1.00,1.30,1.60,普通,斤,2015-11-20
柿饼,5.50,6.00,6.50,普通,斤,2015-11-20
木瓜,3.60,4.00,4.40,普通,斤,2015-11-20
油栗,4.50,5.00,5.50,普通,斤,2015-11-20
板栗,2.50,3.15,3.80,普通,斤,2015-11-20
法兰帝草莓,14.00,14.50,15.00,普通,斤,2015-11-20
红颜草莓,16.00,18.00,20.00,普通,斤,2015-11-20
牛奶枣,5.50,6.00,6.50,普通,斤,2015-11-20
冬枣,1.00,3.25,5.50,普通,斤,2015-11-20
箱装菠萝（上六下六）,1.80,1.90,2.00,普通,斤,2015-11-20
越南香芒,3.00,4.00,5.00,普通,斤,2015-11-21
熟台农大芒果,15.00,16.00,17.00,普通,斤,2015-11-21
熟台农小芒果,14.00,15.00,16.00,普通,斤,2015-11-21
生台农大芒果,13.00,13.50,14.00,普通,斤,2015-11-21
生台农小芒果,12.00,12.50,13.00,普通,斤,2015-11-21
红宝石葡萄,3.00,4.75,6.50,普通,斤,2015-11-21
木纳格葡萄,3.00,3.30,3.60,普通,斤,2015-11-21
玫瑰香,2.50,3.50,4.50,普通,斤,2015-11-21
红提葡萄,2.50,3.50,4.50,普通,斤,2015-11-21
巨峰葡萄,1.60,2.30,3.00,普通,斤,2015-11-21
王林苹果,1.40,1.50,1.60,普通,斤,2015-11-21
秦冠（箱）,1.80,2.00,2.20,普通,斤,2015-11-21
国光苹果,1.00,1.15,1.30,普通,斤,2015-11-21
新疆阿克苏（冰糖心）,4.00,4.50,5.00,普通,斤,2015-11-21
花牛(Φ70-85),1.50,2.50,3.50,普通,斤,2015-11-21
黄元帅,1.20,1.90,2.60,普通,斤,2015-11-21
富士（纸袋Φ85以上）,2.70,3.75,4.80,普通,斤,2015-11-21
富士（膜袋）,0.80,1.15,1.50,普通,斤,2015-11-21
富士（纸袋Φ70-84）,1.50,2.50,3.50,普通,斤,2015-11-21
翠宝甜瓜,2.30,2.90,3.50,普通,斤,2015-11-21
西州密,2.20,2.45,2.70,普通,斤,2015-11-21
久红瑞,1.50,1.60,1.70,普通,斤,2015-11-21
花蕾甜瓜,1.20,1.35,1.50,普通,斤,2015-11-21
台湾蜜瓜,3.50,3.65,3.80,普通,斤,2015-11-21
伽师瓜,1.70,1.90,2.10,普通,斤,2015-11-21
哈密瓜,2.00,3.00,4.00,普通,斤,2015-11-21
国产皇帝香蕉,2.20,2.20,2.20,普通,斤,2015-11-21
泰国香蕉,6.40,6.75,7.10,普通,斤,2015-11-21
南美、菲律宾香蕉,2.20,2.35,2.50,普通,斤,2015-11-21
国产香蕉,1.50,1.60,1.70,普通,斤,2015-11-21
绿宝（皮2）,1.60,1.70,1.80,普通,斤,2015-11-21
墨童西瓜,1.70,1.75,1.80,普通,斤,2015-11-21
甜王,1.80,2.00,2.20,普通,斤,2015-11-21
京欣西瓜,1.60,1.70,1.80,普通,斤,2015-11-21
小兰.特小凤,1.60,1.90,2.20,普通,斤,2015-11-21
黑美人,1.40,1.45,1.50,普通,斤,2015-11-21
麒麟西瓜,1.80,2.10,2.40,普通,斤,2015-11-21
无籽小号-大号,2.00,2.20,2.40,普通,斤,2015-11-21
猕猴桃（秦美）,2.30,2.40,2.50,普通,斤,2015-11-21
猕猴桃（海沃德）,3.00,4.00,5.00,普通,斤,2015-11-21
猕猴桃（徐香）,2.50,3.15,3.80,普通,斤,2015-11-21
冬桃,2.20,2.45,2.70,普通,斤,2015-11-21
小叶桔,1.20,1.50,1.80,普通,斤,2015-11-21
黄岩蜜桔,2.10,2.15,2.20,普通,斤,2015-11-21
蜜柚,1.20,1.40,1.60,普通,斤,2015-11-21
红心蜜柚,2.50,2.75,3.00,普通,斤,2015-11-21
小金桔,3.00,4.75,6.50,普通,斤,2015-11-21
胡柚,1.50,1.55,1.60,普通,斤,2015-11-21
鄂、湘、川脐橙,1.30,2.00,2.70,普通,斤,2015-11-21
赣南脐橙Ф65-Ф95,2.20,3.25,4.30,普通,斤,2015-11-21
丑橘(不知火）晚禄,3.00,3.75,4.50,普通,斤,2015-11-21
江西南丰蜜桔,1.60,1.75,1.90,普通,斤,2015-11-21
广西贡桔,2.00,2.35,2.70,普通,斤,2015-11-21
蜜桔,1.20,1.45,1.70,普通,斤,2015-11-21
京白梨,1.50,1.90,2.30,普通,斤,2015-11-21
酥梨,1.40,1.60,1.80,普通,斤,2015-11-21
红皮梨,2.50,3.50,4.50,普通,斤,2015-11-21
五九香,0.80,0.90,1.00,普通,斤,2015-11-21
红香酥梨系列,1.60,1.65,1.70,普通,斤,2015-11-21
库尔勒香梨,2.50,3.20,3.90,普通,斤,2015-11-21
红霄梨,1.00,2.00,3.00,普通,斤,2015-11-21
来广梨,1.20,1.85,2.50,普通,斤,2015-11-21
丰水梨,2.00,2.10,2.20,普通,斤,2015-11-21
南果梨,1.30,2.40,3.50,普通,斤,2015-11-21
皇冠梨（标箱）,1.50,1.75,2.00,普通,斤,2015-11-21
雪花梨,0.70,0.90,1.10,普通,斤,2015-11-21
鸭梨,0.80,1.00,1.20,普通,斤,2015-11-21
山楂,1.50,1.75,2.00,普通,斤,2015-11-21
桑葚,8.00,9.50,11.00,普通,斤,2015-11-21
石榴（云南）,3.00,4.25,5.50,普通,斤,2015-11-21
石榴（四川）,2.00,3.00,4.00,普通,斤,2015-11-21
柠檬,3.00,3.50,4.00,普通,斤,2015-11-21
甘蔗,1.00,1.10,1.20,普通,斤,2015-11-21
甜心柿子,1.10,1.25,1.40,普通,斤,2015-11-21
磨盘柿子,1.00,1.30,1.60,普通,斤,2015-11-21
柿饼,5.50,6.00,6.50,普通,斤,2015-11-21
木瓜,3.60,4.00,4.40,普通,斤,2015-11-21
油栗,4.50,5.00,5.50,普通,斤,2015-11-21
板栗,2.50,3.15,3.80,普通,斤,2015-11-21
法兰帝草莓,14.00,14.50,15.00,普通,斤,2015-11-21
红颜草莓,16.00,18.00,20.00,普通,斤,2015-11-21
牛奶枣,5.50,6.00,6.50,普通,斤,2015-11-21
冬枣,1.00,3.25,5.50,普通,斤,2015-11-21
箱装菠萝（上六下六）,1.40,1.55,1.70,普通,斤,2015-11-21
越南香芒,3.00,4.00,5.00,普通,斤,2015-11-22
熟台农大芒果,15.00,16.00,17.00,普通,斤,2015-11-22
熟台农小芒果,14.00,15.00,16.00,普通,斤,2015-11-22
生台农大芒果,13.00,13.50,14.00,普通,斤,2015-11-22
生台农小芒果,12.00,12.50,13.00,普通,斤,2015-11-22
红宝石葡萄,3.00,4.75,6.50,普通,斤,2015-11-22
木纳格葡萄,3.00,3.30,3.60,普通,斤,2015-11-22
玫瑰香,2.50,3.50,4.50,普通,斤,2015-11-22
红提葡萄,2.50,3.50,4.50,普通,斤,2015-11-22
巨峰葡萄,1.60,2.30,3.00,普通,斤,2015-11-22
王林苹果,1.40,1.50,1.60,普通,斤,2015-11-22
秦冠（箱）,1.80,2.00,2.20,普通,斤,2015-11-22
国光苹果,1.00,1.15,1.30,普通,斤,2015-11-22
新疆阿克苏（冰糖心）,4.00,4.50,5.00,普通,斤,2015-11-22
花牛(Φ70-85),1.50,2.50,3.50,普通,斤,2015-11-22
黄元帅,1.20,1.90,2.60,普通,斤,2015-11-22
富士（纸袋Φ85以上）,2.70,3.75,4.80,普通,斤,2015-11-22
富士（膜袋）,0.80,1.15,1.50,普通,斤,2015-11-22
富士（纸袋Φ70-84）,1.50,2.50,3.50,普通,斤,2015-11-22
翠宝甜瓜,2.30,2.90,3.50,普通,斤,2015-11-22
西州密,2.20,2.45,2.70,普通,斤,2015-11-22
久红瑞,1.50,1.60,1.70,普通,斤,2015-11-22
花蕾甜瓜,1.20,1.35,1.50,普通,斤,2015-11-22
台湾蜜瓜,3.50,3.65,3.80,普通,斤,2015-11-22
伽师瓜,1.70,1.90,2.10,普通,斤,2015-11-22
哈密瓜,2.00,3.00,4.00,普通,斤,2015-11-22
国产皇帝香蕉,2.20,2.20,2.20,普通,斤,2015-11-22
泰国香蕉,6.40,6.75,7.10,普通,斤,2015-11-22
南美、菲律宾香蕉,2.20,2.35,2.50,普通,斤,2015-11-22
国产香蕉,1.50,1.60,1.70,普通,斤,2015-11-22
绿宝（皮2）,1.60,1.70,1.80,普通,斤,2015-11-22
墨童西瓜,1.70,1.75,1.80,普通,斤,2015-11-22
甜王,1.80,2.00,2.20,普通,斤,2015-11-22
京欣西瓜,1.60,1.70,1.80,普通,斤,2015-11-22
小兰.特小凤,1.60,1.90,2.20,普通,斤,2015-11-22
黑美人,1.40,1.45,1.50,普通,斤,2015-11-22
麒麟西瓜,1.80,2.10,2.40,普通,斤,2015-11-22
无籽小号-大号,2.00,2.20,2.40,普通,斤,2015-11-22
猕猴桃（秦美）,2.30,2.40,2.50,普通,斤,2015-11-22
猕猴桃（海沃德）,3.00,4.00,5.00,普通,斤,2015-11-22
猕猴桃（徐香）,2.50,3.15,3.80,普通,斤,2015-11-22
冬桃,2.00,2.35,2.70,普通,斤,2015-11-22
小叶桔,1.20,1.50,1.80,普通,斤,2015-11-22
黄岩蜜桔,2.10,2.15,2.20,普通,斤,2015-11-22
蜜柚,1.20,1.40,1.60,普通,斤,2015-11-22
红心蜜柚,2.50,2.75,3.00,普通,斤,2015-11-22
小金桔,3.00,4.75,6.50,普通,斤,2015-11-22
胡柚,1.50,1.55,1.60,普通,斤,2015-11-22
鄂、湘、川脐橙,1.30,2.00,2.70,普通,斤,2015-11-22
赣南脐橙Ф65-Ф95,2.20,3.25,4.30,普通,斤,2015-11-22
丑橘(不知火）晚禄,3.00,3.75,4.50,普通,斤,2015-11-22
江西南丰蜜桔,1.60,1.75,1.90,普通,斤,2015-11-22
广西贡桔,1.90,2.30,2.70,普通,斤,2015-11-22
蜜桔,1.20,1.45,1.70,普通,斤,2015-11-22
京白梨,1.50,1.90,2.30,普通,斤,2015-11-22
酥梨,1.40,1.60,1.80,普通,斤,2015-11-22
红皮梨,2.50,3.50,4.50,普通,斤,2015-11-22
五九香,0.80,0.90,1.00,普通,斤,2015-11-22
红香酥梨系列,1.60,1.65,1.70,普通,斤,2015-11-22
库尔勒香梨,2.50,3.20,3.90,普通,斤,2015-11-22
红霄梨,1.00,2.00,3.00,普通,斤,2015-11-22
来广梨,1.20,1.85,2.50,普通,斤,2015-11-22
丰水梨,2.00,2.10,2.20,普通,斤,2015-11-22
南果梨,1.30,2.40,3.50,普通,斤,2015-11-22
皇冠梨（标箱）,1.50,1.75,2.00,普通,斤,2015-11-22
雪花梨,0.70,0.90,1.10,普通,斤,2015-11-22
鸭梨,0.80,1.00,1.20,普通,斤,2015-11-22
山楂,1.50,1.75,2.00,普通,斤,2015-11-22
桑葚,8.00,9.50,11.00,普通,斤,2015-11-22
石榴（云南）,3.00,4.25,5.50,普通,斤,2015-11-22
石榴（四川）,2.00,3.00,4.00,普通,斤,2015-11-22
柠檬,3.00,3.50,4.00,普通,斤,2015-11-22
甘蔗,1.00,1.10,1.20,普通,斤,2015-11-22
甜心柿子,1.10,1.25,1.40,普通,斤,2015-11-22
磨盘柿子,1.00,1.30,1.60,普通,斤,2015-11-22
柿饼,5.50,6.00,6.50,普通,斤,2015-11-22
木瓜,3.60,4.00,4.40,普通,斤,2015-11-22
油栗,4.50,5.00,5.50,普通,斤,2015-11-22
板栗,2.50,3.15,3.80,普通,斤,2015-11-22
法兰帝草莓,14.00,14.50,15.00,普通,斤,2015-11-22
红颜草莓,15.00,17.50,20.00,普通,斤,2015-11-22
牛奶枣,5.50,6.00,6.50,普通,斤,2015-11-22
冬枣,1.00,3.25,5.50,普通,斤,2015-11-22
箱装菠萝（上六下六）,1.40,1.55,1.70,普通,斤,2015-11-22
江西南丰蜜桔,1.30,1.55,1.80,普通,斤,2015-11-23
广西贡桔,1.80,2.10,2.40,普通,斤,2015-11-23
蜜桔,1.20,1.40,1.60,普通,斤,2015-11-23
京白梨,1.50,1.90,2.30,普通,斤,2015-11-23
酥梨,1.40,1.60,1.80,普通,斤,2015-11-23
红皮梨,2.50,3.50,4.50,普通,斤,2015-11-23
五九香,0.80,0.90,1.00,普通,斤,2015-11-23
红香酥梨系列,1.60,1.65,1.70,普通,斤,2015-11-23
库尔勒香梨,2.10,3.00,3.90,普通,斤,2015-11-23
红霄梨,1.00,2.00,3.00,普通,斤,2015-11-23
来广梨,1.20,1.85,2.50,普通,斤,2015-11-23
丰水梨,2.00,2.10,2.20,普通,斤,2015-11-23
南果梨,1.30,2.40,3.50,普通,斤,2015-11-23
皇冠梨（标箱）,1.50,1.75,2.00,普通,斤,2015-11-23
雪花梨,0.70,0.90,1.10,普通,斤,2015-11-23
鸭梨,0.80,1.00,1.20,普通,斤,2015-11-23
山楂,1.50,1.75,2.00,普通,斤,2015-11-23
黑枣,2.50,2.75,3.00,普通,斤,2015-11-23
桑葚,8.00,9.50,11.00,普通,斤,2015-11-23
石榴（云南）,3.00,4.25,5.50,普通,斤,2015-11-23
石榴（四川）,2.00,3.00,4.00,普通,斤,2015-11-23
柠檬,3.00,3.50,4.00,普通,斤,2015-11-23
甘蔗,1.00,1.10,1.20,普通,斤,2015-11-23
甜心柿子,1.00,1.15,1.30,普通,斤,2015-11-23
磨盘柿子,1.00,1.30,1.60,普通,斤,2015-11-23
柿饼,5.50,6.00,6.50,普通,斤,2015-11-23
木瓜,3.20,3.35,3.50,普通,斤,2015-11-23
油栗,4.30,4.80,5.30,普通,斤,2015-11-23
板栗,2.50,3.15,3.80,普通,斤,2015-11-23
法兰帝草莓,13.00,14.00,15.00,普通,斤,2015-11-23
红颜草莓,15.00,17.50,20.00,普通,斤,2015-11-23
牛奶枣,5.50,6.00,6.50,普通,斤,2015-11-23
冬枣,1.00,3.25,5.50,普通,斤,2015-11-23
箱装菠萝（上六下六）,1.30,1.35,1.40,普通,斤,2015-11-23
越南香芒,2.80,3.40,4.00,普通,斤,2015-11-23
熟台农大芒果,17.00,17.50,18.00,普通,斤,2015-11-23
熟台农小芒果,15.00,15.00,16.00,普通,斤,2015-11-23
生台农大芒果,12.50,12.50,12.50,普通,斤,2015-11-23
生台农小芒果,12.00,12.00,12.00,普通,斤,2015-11-23
红宝石葡萄,3.00,5.00,7.00,普通,斤,2015-11-23
木纳格葡萄,3.00,3.30,3.60,普通,斤,2015-11-23
玫瑰香,2.50,3.50,4.50,普通,斤,2015-11-23
红提葡萄,3.00,4.50,6.00,普通,斤,2015-11-23
巨峰葡萄,1.60,2.20,2.80,普通,斤,2015-11-23
王林苹果,1.40,1.50,1.60,普通,斤,2015-11-23
秦冠（箱）,1.80,2.00,2.20,普通,斤,2015-11-23
